1269,"Though Mrs. Honour was principally attached to her own interest, she was not without some little attachment to Sophia. To say truth, it was very difficult for any one to know that young lady without loving her. She no sooner therefore heard a piece of news, which she imagined to be of great importance to her mistress, than, quite forgetting the anger which she had conceived two days before, at her unpleasant dismission from Sophia's presence, she ran hastily to inform her of the news. The beginning of her discourse was as abrupt as her entrance into the room. “O dear ma'am!” says she, “what doth your la'ship think? To be sure I am frightened out of my wits; and yet I thought it my duty to tell your la'ship, though perhaps it may make you angry, for we servants don't always know what will make our ladies angry; for, to be sure, everything is always laid to the charge of a servant. When our ladies are out of humour, to be sure we must be scolded; and to be sure I should not wonder if your la'ship should be out of humour; nay, it must surprize you certainly, ay, and shock you too.”—“Good Honour, let me know it without any longer preface,” says Sophia; “there are few things, I promise you, which will surprize, and fewer which will shock me.”—“Dear ma'am,” answered Honour, “to be sure, I overheard my master talking to parson Supple about getting a licence this very afternoon; and to be sure I heard him say, your la'ship should be married to-morrow morning.” Sophia turned pale at these words, and repeated eagerly, “To-morrow morning!”—“Yes, ma'am,” replied the trusty waiting-woman, “I will take my oath I heard my master say so.”—“Honour,” says Sophia, “you have both surprized and shocked me to such a degree that I have scarce any breath or spirits left. What is to be done in my dreadful situation?”—“I wish I was able to advise your la'ship,” says she. “Do advise me,” cries Sophia; “pray, dear Honour, advise me. Think what you would attempt if it was your own case.”—“Indeed, ma'am,” cries Honour, “I wish your la'ship and I could change situations; that is, I mean without hurting your la'ship; for to be sure I don't wish you so bad as to be a servant; but because that if so be it was my case, I should find no manner of difficulty in it; for, in my poor opinion, young Squire Blifil is a charming, sweet, handsome man.”—“Don't mention such stuff,” cries Sophia. “Such stuff!” repeated Honour; “why, there. Well, to be sure, what's one man's meat is another man's poison, and the same is altogether as true of women.”—“Honour,” says Sophia, “rather than submit to be the wife of that contemptible wretch, I would plunge a dagger into my heart.”—“O lud! ma'am!” answered the other, “I am sure you frighten me out of my wits now. Let me beseech your la'ship not to suffer such wicked thoughts to come into your head. O lud! to be sure I tremble every inch of me. Dear ma'am, consider, that to be denied Christian burial, and to have your corpse buried in the highway, and a stake drove through you, as farmer Halfpenny was served at Ox Cross; and, to be sure, his ghost hath walked there ever since, for several people have seen him. To be sure it can be nothing but the devil which can put such wicked thoughts into the head of anybody; for certainly it is less wicked to hurt all the world than one's own dear self; and so I have heard said by more parsons than one. If your la'ship hath such a violent aversion, and hates the young gentleman so very bad, that you can't bear to think of going into bed to him; for to be sure there may be such antipathies in nature, and one had lieverer touch a toad than the flesh of some people.—
"
1290,"Thus Fortune, after having diverted herself, according to custom, with two or three frolicks, at last disposed all matters to the advantage of our heroine; who indeed succeeded admirably well in her deceit, considering it was the first she had ever practised. And, to say the truth, I have often concluded, that the honest part of mankind would be much too hard for the knavish, if they could bring themselves to incur the guilt, or thought it worth their while to take the trouble.
"
1360,"The tenderness of lovers can ill brook the least jesting with the names of their mistresses. However, Jones, though he had enough of the lover and of the heroe too in his disposition, did not resent these slanders as hastily as, perhaps, he ought to have done. To say the truth, having seen but little of this kind of wit, he did not readily understand it, and for a long time imagined Mr. Northerton had really mistaken his charmer for some other. But now, turning to the ensign with a stern aspect, he said, “Pray, sir, chuse some other subject for your wit; for I promise you I will bear no jesting with this lady's character.” “Jesting!” cries the other, “d—n me if ever I was more in earnest in my life. Tom French of our regiment had both her and her aunt at Bath.” “Then I must tell you in earnest,” cried Jones, “that you are one of the most impudent rascals upon earth.”
"
1368,"The first thing done was securing the body of Northerton, who being delivered into the custody of six men with a corporal at their head, was by them conducted from a place which he was very willing to leave, but it was unluckily to a place whither he was very unwilling to go. To say the truth, so whimsical are the desires of ambition, the very moment this youth had attained the above-mentioned honour, he would have been well contented to have retired to some corner of the world, where the fame of it should never have reached his ears.
"
1441,"Upon this Jones related to him the whole truth, and earnestly begged him not to punish the poor soldier, “who, I am confident,” says he, “is as innocent of the ensign's escape, as he is of forging any lie, or of endeavouring to impose on you.”
"
1442,"The lieutenant hesitated a few moments, and then answered: “Why, as you have cleared the fellow of one part of the charge, so it will be impossible to prove the other, because he was not the only centinel. But I have a good mind to punish the rascal for being a coward. Yet who knows what effect the terror of such an apprehension may have? and, to say the truth, he hath always behaved well against an enemy. Come, it is a good thing to see any sign of religion in these fellows; so I promise you shall be set at liberty when we march. But hark, the general beats. My dear boy, give me another buss. Don't discompose nor hurry yourself; but remember the Christian doctrine of patience, and I warrant you will soon be able to do yourself justice, and to take an honourable revenge on the fellow who hath injured you.” The lieutenant then departed, and Jones endeavoured to compose himself to rest.
"
1455,"To say the truth, if the historian will confine himself to what really happened, and utterly reject any circumstance, which, though never so well attested, he must be well assured is false, he will sometimes fall into the marvellous, but never into the incredible. He will often raise the wonder and surprize of his reader, but never that incredulous hatred mentioned by Horace. It is by falling into fiction, therefore, that we generally offend against this rule, of deserting probability, which the historian seldom, if ever, quits, till he forsakes his character and commences a writer of romance. In this, however, those historians who relate public transactions, have the advantage of us who confine ourselves to scenes of private life. The credit of the former is by common notoriety supported for a long time; and public records, with the concurrent testimony of many authors, bear evidence to their truth in future ages. Thus a Trajan and an Antoninus, a Nero and a Caligula, have all met with the belief of posterity; and no one doubts but that men so very good, and so very bad, were once the masters of mankind.
"
1466,"Within these few restrictions, I think, every writer may be permitted to deal as much in the wonderful as he pleases; nay, if he thus keeps within the rules of credibility, the more he can surprize the reader the more he will engage his attention, and the more he will charm him. As a genius of the highest rank observes in his fifth chapter of the Bathos, “The great art of all poetry is to mix truth with fiction, in order to join the credible with the surprizing.”
"
1471,"This was indeed the first time she had seen him, or at least had taken any notice of him; but as the lieutenant had assured her that he was certainly some young gentleman of fashion, she now determined to show him all the respect in her power; for, to speak truly, this was one of those houses where gentlemen, to use the language of advertisements, meet with civil treatment for their money.
"
1495,"Meeting the landlady, he accosted her with great civility, and asked, “What he could have for dinner?”—“For dinner!” says she; “it is an odd time a day to think about dinner. There is nothing drest in the house, and the fire is almost out.”—“Well, says he, “I must have something to eat, and it is almost indifferent to me what; for, to tell you the truth, I was never more hungry in my life.”—“Then,” says she, “I believe there is a piece of cold buttock and carrot, which will fit you.”—“Nothing better,” answered Jones; “but I should be obliged to you, if you would let it be fried.” To which the landlady consented, and said, smiling, “she was glad to see him so well recovered;” for the sweetness of our heroe's temper was almost irresistible; besides, she was really no ill-humoured woman at the bottom; but she loved money so much, that she hated everything which had the semblance of poverty.
"
1514,"Every profession of friendship easily gains credit with the miserable; it is no wonder therefore, if Jones, who, besides his being miserable, was extremely open-hearted, very readily believed all the professions of Benjamin, and received him into his bosom. The scraps of Latin, some of which Benjamin applied properly enough, though it did not savour of profound literature, seemed yet to indicate something superior to a common barber; and so indeed did his whole behaviour. Jones therefore believed the truth of what he had said, as to his original and education; and at length, after much entreaty, he said, “Since you have heard, my friend, so much of my affairs, and seem so desirous to know the truth, if you will have patience to hear it, I will inform you of the whole.”—“Patience!” cries Benjamin, “that I will, if the chapter was never so long; and I am very much obliged to you for the honour you do me.”
"
1518,"Not that Jones desired to conceal or to disguise the truth; nay, he would have been more unwilling to have suffered any censure to fall on Mr. Allworthy for punishing him, than on his own actions for deserving it; but, in reality, so it happened, and so it always will happen; for let a man be never so honest, the account of his own conduct will, in spite of himself, be so very favourable, that his vices will come purified through his lips, and, like foul liquors well strained, will leave all their foulness behind. For though the facts themselves may appear, yet so different will be the motives, circumstances, and consequences, when a man tells his own story, and when his enemy tells it, that we scarce can recognise the facts to be one and the same.
"
1544,"As for Jones, he was well satisfied with the truth of what the other had asserted, and believed that Partridge had no other inducements but love to him, and zeal for the cause; a blameable want of caution and diffidence in the veracity of others, in which he was highly worthy of censure. To say the truth, there are but two ways by which men become possessed of this excellent quality. The one is from long experience, and the other is from nature; which last, I presume, is of meant by genius, or great natural parts; and it is infinitely the better of the two, not only as we are masters of it much earlier in life, but as it is much more infallible and conclusive; for a man who hath been imposed on by ever so many, may still hope to find others more honest; whereas he who receives certain necessary admonitions from within, that this is impossible, must have very little understanding indeed, if he ever renders himself liable to be once deceived. As Jones had not this gift from nature, he was too young to have gained it by experience; for at the diffident wisdom which is to be acquired this way, we seldom arrive till very late in life; which is perhaps the reason why some old men are apt to despise the understandings of all those who are a little younger than themselves.
"
1567,"This was not, however, the case of Jones; for as he was a perfect stranger to the truth, so he was with good reason offended at the treatment he received. He therefore paid his reckoning and departed, highly against the will of Mr. Partridge, who having remonstrated much against it to no purpose, at last condescended to take up his knapsack and to attend his friend.
"
1580,"Many circumstances likewise conspired to confirm Partridge in his opinion. Her living, as he then imagined, by herself in so lonely a place; and in a house, the outside of which seemed much too good for her, but its inside was furnished in the most neat and elegant manner. To say the truth, Jones himself was not a little surprized at what he saw; for, besides the extraordinary neatness of the room, it was adorned with a great number of nick-nacks and curiosities, which might have engaged the attention of a virtuoso.
"
1586,"To say the truth, it was an appearance which might have affected a more constant mind than that of Mr. Partridge. This person was of the tallest size, with a long beard as white as snow. His body was cloathed with the skin of an ass, made something into the form of a coat. He wore likewise boots on his legs, and a cap on his head, both composed of the skin of some other animals.
"
1643,"“We had now each drank our bottle, when Mr. Watson said, the board was sitting, and that he must attend, earnestly pressing me at the same time to go with him and try my fortune. I answered he knew that was at present out of my power, as I had informed him of the emptiness of my pocket. To say the truth, I doubted not from his many strong expressions of friendship, but that he would offer to lend me a small sum for that purpose, but he answered, 'Never mind that, man; e'en boldly run a levant' [Partridge was going to inquire the meaning of that word, but Jones stopped his mouth]: 'but be circumspect as to the man. I will tip you the proper person, which may be necessary, as you do not know the town, nor can distinguish a rum cull from a queer one.”
"
1716,"“In Italy the landlords are very silent. France they are more talkative, but yet civil. In Germany and Holland they are generally very impertinent. And as for their honesty, I believe it is pretty equal in all those countries. The laquais a louange are sure to lose no opportunity of cheating you; and as for the postilions, I think they are pretty much alike the world over. These, sir, are the observations on men which I made in my travels; for these were the only men I ever conversed with. My design, when I went abroad, was to divert myself by seeing the wondrous variety of prospects, beasts, birds, fishes, insects, and vegetables, with which God has been please to enrich the several parts of this globe; a which, as it must give great pleasure to a contemplative beholder, so doth it admirably the power, and wisdom, and goodness of the Creator. Indeed, to say the truth, there is but one work in his whole creation that him any dishonour, and with that I have long since avoided bolding any conversation.”
"
1748,"Now this conversation in our historian must be universal, that is, with all ranks and degrees of men; for the knowledge of what is called high life will not instruct him in low; nor, e converso, will his being acquainted with the inferior part of mankind teach him the manners of the superior. And though it may be thought that the knowledge of either may sufficiently enable him to describe at least that in which he hath been conversant, yet he will even here fall greatly short of perfection; for the follies of either rank do in reality illustrate each other. For instance, the affectation of high life appears more glaring and ridiculous from the simplicity of the low; and again, the rudeness and barbarity of this latter, strikes with much stronger ideas of absurdity, when contrasted with, and opposed to, the politeness which controls the former. Besides, to say the truth, the manners of our historian will be improved by both these conversations; for in the one he will easily find examples of plainness, honesty, and sincerity; in the other of refinement, elegance, and a liberality of spirit; which last quality I myself have scarce ever seen in men of low birth and education.
"
1755,"The poor wretch then fell upon her knees to Jones, and gave him a thousand thanks for her deliverance. He presently lifted her up, and told her he was highly pleased with the extraordinary accident which had sent him thither for her relief, where it was so improbable she should find any; adding, that Heaven seemed to have designed him as the happy instrument of her protection. “Nay,” answered she, “I could almost conceive you to be some good angel; and, to say the truth, you look more like an angel than a man in my eye.” Indeed he was a charming figure; and if a very fine person, and a most comely set of features, adorned with youth, health, strength, freshness, spirit, and good-nature, can make a man resemble an angel, he certainly had that resemblance.
"
1776,"To confess the truth, I am afraid Mr. Jones was one of these; for though he was attacked and violently belaboured with the aforesaid weapon, he could not be provoked to make any resistance; but in a most cowardly manner applied, with many entreaties, to his antagonist to desist from pursuing her blows; in plain English, he only begged her with the utmost earnestness to hear him; but before he could obtain his request, my landlord himself entered into the fray, and embraced that side of the cause which seemed to stand very little in need of assistance.
"
1806,"To say the truth, as no known inhabitant of this globe is really more than man, so none need be ashamed of submitting to what the necessities of man demand; but when those great personages I have just mentioned condescend to aim at confining such low offices to themselves—as when, by hoarding or destroying, they seem desirous to prevent any others from eating—then they surely become very low and despicable.
"
1820,"“This smile our heroe received full in his eyes, and was immediately staggered with its force. He then began to see the designs of the enemy, and indeed to feel their success. A parley now was set on foot between the parties; during which the artful fair so slily and imperceptibly carried on her attack, that she had almost subdued the heart of our heroe before she again repaired to acts of hostility. To confess the truth, I am afraid Mr. Jones maintained a kind of Dutch defence, and treacherously delivered up the garrison, without duly weighing his allegiance to the fair Sophia. In short, no sooner had the amorous parley ended and the lady had unmasked the royal battery, by carelessly letting her handkerchief drop from her neck, than the heart of Mr. Jones was entirely taken, and the fair conquerer enjoyed the usual fruits of her victory.”
"
1841,"With this agreement Mr. Northerton was made acquainted. To say the truth, the lady had made him an assignation at this very place, and promised to stay at Worcester till his division came thither; with what view, and for what purpose, must be left to the reader's divination; for, though we are obliged to relate facts, are not obliged to do a violence to our nature by any comments to the disadvantage of the loveliest part of the creation.
"
1857,"In the next place, we must admonish thee, my worthy friend (for, perhaps, thy heart may be better than thy head), not to condemn a character as a bad one, because it is not perfectly a good one. If thou dost delight in these models of perfection, there are books enow written to gratify thy taste; but, as we have not, in the course of our conversation, ever happened to meet with any such person, we have not chosen to introduce any such here. To say the truth, I a little question whether mere man ever arrived at this consummate degree of excellence, as well as whether there hath ever existed a monster bad enough to verify that
"
1869,"To say the truth, there are several ceremonies instituted among the polished part mankind, which, though they may, to coarser judgments, appear as matters of mere form, are found to have much of substance in them, by the more discerning; and lucky would it have been had the custom above mentioned been observed by our gentleman in the present instance. Knock, indeed, he did at the door, but not with one of those gentle raps which is usual on such occasions. On the contrary, when he found the door locked, he flew at it with such violence, that the lock immediately gave way, the door burst open, and he fell headlong into the room.
"
1928,"To say the truth, this behaviour of Partridge was a little inexcusable; but he had not slept off the effect of the dose which he swallowed the evening before; which had, in the morning, received the addition of above a pint of wine, or indeed rather of malt spirits; for the perry was by no means pure. Now, that part of his head which Nature designed for the reservoir of drink being very shallow, a small quantity of liquor overflowed it, and opened the sluices of his heart; so that all the secrets there deposited run out. These sluices were indeed, naturally, very ill-secured. To give the best-natured turn we can to his disposition, he was a very honest man; for, as he was the most inquisitive of mortals, and eternally prying into the secrets of others, so he very faithfully paid them by communicating, in return, everything within his knowledge.
"
1951,"Maclachlan, who was much the sharper man of the two, no sooner heard that this lady came from Chester, with the other circumstances which he learned from the hostler, than it came into his head that she might possibly be his friend's wife; and presently acquainted him with this suspicion, which had never once occurred to Fitzpatrick himself. To say the truth, he was one of those compositions which nature makes up in too great a hurry, and forgets to put any brains into their heads.
"
2096,"Sophia, who was yielding to an excess, when she could neither laugh nor reason her cousin out of these apprehensions, at last gave way to them. Perhaps, indeed, had she known of her father's arrival at Upton, it might have been more difficult to have persuaded her; for as to Jones, she had, I am afraid, no great horror at the thoughts of being overtaken by him; nay, to confess the truth, I believe wished than feared it; though I might honestly enough have concealed this wish from the reader, as it was one of those secret spontaneous emotions of the soul to which the reason is often a stranger.
"
2111,"“But, what may seem astonishing, my aunt never saw, nor in the least seemed to suspect, that which was visible enough, I believe, from both our behaviours. One would indeed think that love quite puts out the eyes of an old woman. In fact, they so greedily swallow the addresses which are made to them, that, like an outrageous glutton, they are not at leisure to observe what passes amongst others at the same table. This I have observed in more cases than my own; and this was so strongly verified by my aunt, that, though she often found us together at her return from the pump, the least chanting word of his, pretending impatience at her absence, effectually smothered all suspicion. One artifice succeeded with her to admiration. This was his treating me like a little child, and never calling me by any other name in her presence but that of pretty miss. This indeed did him some disservice with your humble servant; but I soon saw through it, especially as in her absence he behaved to me, as I have said, in a different manner. However, if I was not greatly disobliged by a conduct of which I had discovered the design, I smarted very severely for it; for my aunt really conceived me to be what her lover (as she thought him) called me, and treated me in all respects as a perfect infant. To say the truth, I wonder she had not insisted on my again wearing leading-strings.
"
2170,"“Here I remained a fortnight longer; and, to say the truth, my constancy was almost subdued, and I began to think of submission; when, one day, in the absence of my husband, who was gone abroad for some short time, by the greatest good fortune in the world, an accident happened.—I—at a time when I began to give way to the utmost despair— everything would be excusable at such a time—at that very time I received— But it would take up an hour to tell you all particulars.—In one word, then (for I will not tire you with circumstances), gold, the common key to all padlocks, opened my door, and set me at liberty.
"
2174,"“Upon my word,” replied her cousin, “your censure is unjust. There are, among the Irish, men of as much worth and honour as any among the English: nay, to speak the truth, generosity of spirit is rather more common among them. I have known some examples there, too, of good husbands; and I believe these are not very plenty in England. Ask me, rather, what I could expect when I married a fool; and I will tell you a solemn truth; I did not know him to be so.”—“Can no man,” said Sophia, in a very low and altered voice, “do you think, make a bad husband, who is not a fool?” “That,” answered the other, “is too general a negative; but none, I believe, is so likely as a fool to prove so. Among my acquaintance, the silliest fellows are the worst husbands; and I will venture to assert, as a fact, that a man of sense rarely behaves very ill to a wife who deserves very well.”
"
2191,"Sophia was very soon eased of her causeless fright by the entry of the noble peer, who was not only an intimate acquaintance of Mrs. Fitzpatrick, but in reality a very particular friend of that lady. To say truth, it was by his assistance that she had been enabled to escape from her husband; for this nobleman had the same gallant disposition with those renowned knights of whom we read in heroic story, and had delivered many an imprisoned nymph from durance. He was indeed as bitter an enemy to the savage authority too often exercised by husbands and fathers, over the young and lovely of the other sex, as ever knighterrant was to the barbarous power of enchanters; nay, to say truth, I have often suspected that those very enchanters with which romance everywhere abounds, were in reality no other than the husbands of those days; and matrimony itself was, perhaps, the enchanted castle in which the nymphs were said to be confined.
"
2218,"A second degree of this quality seems to arise from the head. This is, indeed, no other than the faculty of seeing what is before your eyes, and of drawing conclusions from what you see. The former of these is unavoidable by those who have any eyes, and the latter is perhaps no less certain and necessary a consequence of our having any brains. This is altogether as bitter an enemy to guilt as the former is to innocence: nor can I see it in an unamiable light, even though, through human fallibility, it should be sometimes mistaken. For instance, if a husband should accidentally surprize his wife in the lap or in the embraces of some of those pretty young gentlemen who profess the art of cuckold-making, I should not highly, I think, blame him for concluding something more than what he saw, from the familiarities which he really had seen, and which we are at least favourable enough to, when we call them innocent freedoms. The reader will easily suggest great plenty of instances to himself; I shall add but one more, which, however unchristian it may be thought by some, I cannot help esteeming to be strictly justifiable; and this is a suspicion that a man is capable of doing what he hath done already, and that it is possible for one who hath been a villain once to act the same part again. And, to confess the truth, of this degree of suspicion I believe Sophia was guilty. From this degree of suspicion she had, in fact, conceived an opinion that her cousin was really not better than she should be.
"
2253,"At length we are once more come to our heroe; and, to say truth, we have been obliged to part with him so long, that, considering the condition in which we left him, I apprehend many of our readers have concluded we intended to abandon him for ever; he being at present in that situation in which prudent people usually desist from enquiring any farther after their friends, lest they should be shocked by hearing such friends had hanged themselves.
"
2259,"We would bestow some pains here in minutely describing all the mad pranks which Jones played on this occasion, could we be well assured that the reader would take the same pains in perusing them; but as we are apprehensive that, after all the labour which we should employ in painting this scene, the said reader would be very apt to skip it entirely over, we have saved ourselves that trouble. To say the truth, we have, from this reason alone, often done great violence to the luxuriance of our genius, and have left many excellent descriptions out of our work, which would otherwise have been in it. And this suspicion, to be honest, arises, as is generally the case, from our own wicked heart; for we have, ourselves, been very often most horridly given to jumping, as we have run through the pages of voluminous historians.
"
2324,"But, though title and fortune communicate a splendor all around them, and the footmen of men of quality and of estate think themselves entitled to a part of that respect which is paid to the quality and estates of their masters, it is clearly otherwise with regard to virtue and understanding. These advantages are strictly personal, and swallow themselves all the respect which is paid to them. To say the truth, this is so very little, that they cannot well afford to let any others partake with them. As these therefore reflect no honour on the domestic, so neither is he at all dishonoured by the most deplorable want of both in his master. Indeed it is otherwise in the want of what is called virtue in a mistress, the consequence of which we have before seen: for in this dishonour there is a kind of contagion, which, like that of poverty, communicates itself to all who approach it.
"
2366,"Hard, therefore, was it, and perhaps, in the opinion of many sagacious readers, very absurd and monstrous, that he should principally owe his present misfortune to the supposed want of that delicacy with which he so abounded; for, in reality, Sophia was much more offended at the freedoms which she thought (and not without good reason) he had taken with her name and character, than at any freedoms, in which, under his present circumstances, he had indulged himself with the person of another woman; and to say truth, I believe Honour could never have prevailed on her to leave Upton without her seeing Jones, had it not been for those two strong instances of a levity in his behaviour, so void of respect, and indeed so highly inconsistent with any degree of love and tenderness in great and delicate minds.
"
2441,"Had this history been writ in the days of superstition, I should have had too much compassion for the reader to have left him so long in suspense, whether Beelzebub or Satan was about actually to appear in person, with all his hellish retinue; but as these doctrines are at present very unfortunate, and have but few, if any believers, I have not been much aware of conveying any such terrors. To say truth, the whole furniture of the infernal regions hath long been appropriated by the managers of playhouses, who seem lately to have laid them by as rubbish, capable only of affecting the upper gallery; a place in which few of our readers ever sit.
"
2491,"“I should not have mentioned it now,” cries Partridge, “if it had appeared so to me; for I'm sure I scorn any wickedness as much as another; but perhaps you know better; and yet I might have imagined that I should not have lived so many years, and have taught school so long, without being able to distinguish between fas et nefas: but it seems we are all to live and learn. I remember my old schoolmaster, who was a prodigious great scholar, used often to say, Polly matete cry town is my daskalon. The English of which, he told us, was, That a child may sometimes teach his grandmother to suck eggs. I have lived to a fine purpose, truly, if I am to be taught my grammar at this time of day. Perhaps, young gentleman, you may change your opinion, if you live to my years: for I remember I thought myself as wise when I was a stripling of one or two and twenty as I am now. I am sure I always taught alienus, and my master read it so before me.”
"
2505,"The poor fellow now began to implore mercy of the conqueror: for, to say the truth, he was in strength by no means a match for Jones. “Indeed, sir,” says he, “I could have had no intention to shoot you; for you will find the pistol was not loaded. This is the first robbery I ever attempted, and I have been driven by distress to this.”
"
2531,"From that figure, therefore, which the Irish peer, who brought Sophia to town, hath already made in this history, the reader will conclude, doubtless, it must have been an easy matter to have discovered his house in London without knowing the particular street or square which he inhabited, since he must have been one whom everybody knows. To say the truth, so it would have been to any of those tradesmen who are accustomed to attend the regions of the great; for the doors of the great are generally no less easy to find than it is difficult to get entrance into them. But Jones, as well at Partridge, was an entire stranger in London; and as he happened to arrive first in a quarter of the town, the inhabitants of which have very little intercourse with the householders of Hanover or Grosvenor-square (for he entered through Gray's-inn-lane), so he rambled about some time, before he could even find his way to those happy mansions where fortune segregates from the vulgar those magnanimous heroes, the descendants of antient Britons, Saxons, or Danes, whose ancestors, being born in better days, by sundry kinds of merit, have entailed riches and honour on their posterity.
"
2554,"Lady Bellaston answered with a smile, “Then you have seen this terrible man, madam; pray, is he so very fine a figure as he is represented? for Etoff entertained me last night almost two hours with him. The wench, I believe, is in love with him by reputation.” Here the reader will be apt to wonder; but the truth is, that Mrs. Etoff, who had the honour to pin and unpin the Lady Bellaston, had received compleat information concerning the said Mr. Jones, and had faithfully conveyed the same to her lady last night (or rather that morning) while she was undressing; on which accounts she had been detained in her office above the space of an hour and a half.
"
2574,"These being over, the conversation began to be (as the phrase is) extremely brilliant. However, as nothing past in it which can be thought material to this history, or, indeed, very material in itself, I shall omit the relation; the rather, as I have known some very fine polite conversation grow extremely dull, when transcribed into books, or repeated on the stage. Indeed, this mental repast is a dainty, of which those who are excluded from polite assemblies must be contented to remain as ignorant as they must of the several dainties of French cookery, which are served only at the tables of the great. To say the truth, as neither of these are adapted to every taste, they might both be of thrown away on the vulgar.
"
2616,"Mrs. Miller and Miss Nancy now both agreed with Mr. Nightingale; nay, Jones himself was almost persuaded to be of the same opinion. And as no other lady but Mrs. Fitzpatrick, he thought, knew his lodging, he began to flatter himself with some hopes, that it came from her, and that he might possibly see his Sophia. These hopes had surely very little foundation; but as the conduct of Mrs. Fitzpatrick, in not seeing him according to her promise, and in quitting her lodgings, had been very odd and unaccountable, he conceived some faint hopes, that she (of whom he had formerly heard a very whimsical character) might possibly intend to do him that service in a strange manner, which she declined doing by more ordinary methods. To say the truth, as nothing certain could be concluded from so odd and uncommon an incident, he had the greater latitude to draw what imaginary conclusions from it he pleased. As his temper therefore was naturally sanguine, he indulged it on this occasion, and his imagination worked up a thousand conceits, to favour and support his expectations of meeting his dear Sophia in the evening.
"
2621,"To confess the truth, Mr. Jones was now in a situation, which sometimes happens to be the case of young gentlemen of much better figure than himself. In short, he had not one penny in his pocket; a situation in much greater credit among the antient philosophers, than among the modern wise men who live in Lombard-street, or those who frequent White's chocolate-house. And, perhaps, the great honours which those philosophers have ascribed to an empty pocket, may be one of the reasons of that high contempt in which they are held in the aforesaid street and chocolate-house.
"
2629,"When the two gentlemen were both attired for the masquerade, and Mr. Nightingale had given orders for chairs to be sent for, a circumstance of distress occurred to Jones, which will appear very ridiculous to many of my readers. This was how to procure a shilling; but if such readers will reflect a little on what they have themselves felt from the want of a thousand pounds, or, perhaps, of ten or twenty, to execute a favourite scheme, they will have a perfect idea of what Mr. Jones felt on this occasion. For this sum, therefore, he applied to Partridge, which was the first he had permitted him to advance, and was the last he intended that poor fellow should advance in his service. To say the truth, Partridge had lately made no offer of this kind. Whether it was that he desired to see the bank-bill broke in upon, or that distress should prevail on Jones to return home, or from what other motive it proceeded, I will not determine.
"
2647,"While Jones and his mask were walking together about the room, to rid themselves of the teazer, he observed his lady speak to several masks, with the same freedom of acquaintance as if they had been barefaced. He could not help expressing his surprize at this; saying, “Sure, madam, you must have infinite discernment, to know people in all disguises.” To which the lady answered, “You cannot conceive anything more insipid and childish than a masquerade to the people of fashion, who in general know one another as well here, as when they meet in an assembly or a drawing-room; nor will any woman of condition converse with a person with whom she is not acquainted. In short, the generality of persons whom you see here, may more properly be said to kill time in this place than in any other; and generally retire from hence more tired than from the longest sermon. To say the truth, I begin to be in that situation myself; and if I have any faculty at guessing, you are not much better pleased. I protest it would be almost charity in me to go home for your sake.” “I know but one charity equal to it,” cries Jones, “and that is to suffer me to wait on you home.” “Sure,” answered the lady, “you have a strange opinion of me, to imagine, that upon such an acquaintance, I would let you into my doors at this time of night. I fancy you impute the friendship I have shown my cousin to some other motive. Confess honestly; don't you consider this contrived interview as little better than a downright assignation? Are you used, Mr. Jones, to make these sudden conquests?” “I am not used, madam,” said Jones, “to submit to such sudden conquests; but as you have taken my heart by surprize, the rest of my body hath a right to follow; so you must pardon me if I resolve to attend you wherever you go.” He accompanied these words with some proper actions; upon which the lady, after a gentle rebuke, and saying their familiarity would be observed, told him, “She was going to sup with an acquaintance, whither she hoped he would not follow her; for if you should,” said she, “I shall be thought an unaccountable creature, though my friend indeed is not censorious: yet I hope you won't follow me; I protest I shall not know what to say if you do.”
"
2653,"Jones having refreshed himself with a few hours' sleep, summoned Partridge to his presence; and delivering him a bank-note of fifty pounds, ordered him to go and change it. Partridge received this with sparkling eyes, though, when he came to reflect farther, it raised in him some suspicions not very advantageous to the honour of his master: to these the dreadful idea he had of the masquerade, the disguise in which his master had gone out and returned, and his having been abroad all night, contributed. In plain language, the only way he could possibly find to account for the possession of this note, was by robbery: and, to confess the truth, the reader, unless he should suspect it was owing to the generosity of Lady Bellaston, can hardly imagine any other.
"
2675,"To confess the truth, Jones was less pleased with this last epistle than he had been with the former, as he was prevented by it from complying with the earnest entreaties of Mr. Nightingale, with whom he had now contracted much intimacy and friendship. These entreaties were to go with that young gentleman and his company to a new play, which was to be acted that evening, and which a very large party had agreed to damn, from some dislike they had taken to the author, who was a friend to one of Mr. Nightingale's acquaintance. And this sort of fun, our heroe, we are ashamed to confess, would willingly have preferred to the above kind appointment; but his honour got the better of his inclination.
"
2747,"To say the truth, I require no more than that a man should have some little knowledge of the subject on which he treats, according to the old maxim of law, Quam quisque norit artem in ed se exerceat. With this alone a writer may sometimes do tolerably well; and, indeed, without this, all the other learning in the world will stand him in little stead.
"
2788,"“If I have,” said Nightingale, “I am sorry for it; but time and absence will soon wear off such impressions. It is a receipt I must take myself; for, to confess the truth to you—I never liked any girl half so much in my whole life; but I must let you into the whole secret, Tom. My father hath provided a match for me with a woman I never saw; and she is now coming to town, in order for me to make my addresses to her.”
"
2808,"As we have said that this lady had a great affection for Jones, and as it must have appeared that she really had so, the reader may perhaps wonder at the first failure of her appointment, as she apprehended him to be confined by sickness, a season when friendship seems most to require such visits. This behaviour, therefore, in the lady, may, by some, be condemned as unnatural; but that is not our fault; for our business is only to record truth.
"
